Ensembl_gene,Symbol,RNA_Seq_Enrich,RNA_Seq_Hedges_g,RNA_Seq_Var_g,RNA_Seq_SEg
ENSMUSG00000029149,Krtcap3,0.6609374128991,1.6082081258200855,0.2966915360705935,0.5446939838758947
ENSMUSG00000071652,Ints5,0.21408070793117134,1.6080246254309303,0.2966741778364327,0.5446780497104988
ENSMUSG00000027163,Commd9,0.37289667542971383,1.6073868272974932,0.29661386067693907,0.5446226773436257
ENSMUSG00000072568,Fam84b,0.07928705428079857,1.6070550799353713,0.2965824964821327,0.5445938821563576
ENSMUSG00000004096,Cwc15,0.5077622615264286,1.6064420037136855,0.2965245518159432,0.5445406796704386
ENSMUSG00000068604,Gm8225,3.080265241769786,1.6063322950653773,0.2965141850769538,0.544531160795187
ENSMUSG00000042507,Elmsan1,0.2997149217602857,1.606183702458772,0.2965001451908999,0.5445182689229994
ENSMUSG00000020673,Tpo,0.2210019720522342,1.605939102195238,0.29647703677664927,0.5444970493736851
ENSMUSG00000071654,AI462493,0.6487479017135716,1.6057923146388546,0.29646317082940116,0.5444843164218793
ENSMUSG00000027661,Slc2a10,0.24312069892519145,1.6046415288884703,0.2963545084317634,0.5443845225865293
ENSMUSG00000021831,Ero1l,0.7548111627619996,1.6036963756424272,0.2962653210498555,0.544302600627496
ENSMUSG00000027180,Fbxo3,0.6023486167668572,1.6030865092401678,0.2962078001927722,0.5442497590194894
ENSMUSG00000014294,Ndufa2,0.8997832108060004,1.6028021718786623,0.2961809897830996,0.544225127849771
ENSMUSG00000020698,Cct6b,0.30560109991731715,1.6022951155395762,0.29613319081554157,0.5441812113768184
ENSMUSG00000041939,Mvk,0.45174089295342856,1.6021111346103079,0.2961158511202575,0.5441652792307292
ENSMUSG00000028759,Hp1bp3,0.3392934158009995,1.6018727798418486,0.29609338980131417,0.5441446405151062
ENSMUSG00000055407,Map6,0.345531026062857,1.6017678866998157,0.29608350627380065,0.5441355587294407
ENSMUSG00000055862,Izumo4,1.0156257010501424,1.6016351468159358,0.29607099982242746,0.5441240665716115
ENSMUSG00000031310,Zmym3,0.4464483055081434,1.6013712950766856,0.2960461433865297,0.5441012253124685
ENSMUSG00000028394,Pole3,0.48227970621385685,1.6006983951504024,0.29598277066716183,0.5440429860472074
ENSMUSG00000021131,Erh,0.6374949016318574,1.6006893082752227,0.2959819150609717,0.5440421997060262
ENSMUSG00000019892,Lrriq1,0.5233778563657087,1.6000089367096617,0.29591786611756504,0.5439833325733106
ENSMUSG00000031754,Nudt21,0.5354807125111432,1.5999365219353627,0.2959110507255604,0.5439770681982471
ENSMUSG00000032314,Etfa,0.6050933777338559,1.5991132701986386,0.295833591216818,0.5439058661356927
ENSMUSG00000028691,Prdx1,0.7037095391850015,1.5977951889909034,0.29570965636496777,0.5437919237768871
ENSMUSG00000029227,Fip1l1,0.6467010684497141,1.5974172417168804,0.29567413807590576,0.5437592648184542
ENSMUSG00000049295,Zfp219,0.7851531845194288,1.5973778742809244,0.29567043893201983,0.5437558633541526
ENSMUSG00000031493,Ggn,0.19480928216977142,1.5968636109725776,0.2956221247792591,0.5437114352110494
ENSMUSG00000031934,Panx1,0.362181977004143,1.596842537652887,0.2956201453089453,0.54370961487631
ENSMUSG00000032481,Smarcc1,0.42572137011699995,1.5965008120282935,0.29558804980157144,0.5436800987727723
ENSMUSG00000028649,Macf1,0.6664995433117138,1.5963804279137288,0.29557674473742496,0.5436697018755275
ENSMUSG00000010505,Myt1,0.35707098193700015,1.5958021702942675,0.2955224534459507,0.5436197691824228
ENSMUSG00000049411,Tmem241,0.6556590607529713,1.5957644162896714,0.2955189094924336,0.543616509584131
ENSMUSG00000042541,Shfm1,1.4356519601664273,1.595308555629423,0.2954761246503196,0.5435771561152286
ENSMUSG00000031951,Tmem231,0.3444051495067142,1.5950850083590378,0.29545514806877,0.5435578608287898
ENSMUSG00000034391,Fbxo15,0.20386522888098285,1.59471345138351,0.29542028948440985,0.5435257946817335
ENSMUSG00000052033,Pfdn4,0.8692462216649997,1.5945928185223905,0.29540897374498853,0.5435153850122263
ENSMUSG00000053646,Plxnb1,0.3622724151014278,1.5945923465437222,0.2954089294735953,0.543515344285325
ENSMUSG00000002930,Ppp1r17,1.6575840200617842,1.5944832608742614,0.29539869763690135,0.5435059315563183
ENSMUSG00000003541,Ier3,0.5930145277675287,1.594163776488215,0.2953687351974587,0.5434783668164342
ENSMUSG00000029213,Commd8,0.5795891899211427,1.5940936626377604,0.2953621604620088,0.5434723180273388
ENSMUSG00000049553,Polr1a,0.2616688162002849,1.593881375052098,0.2953422555348352,0.5434540049855509
ENSMUSG00000018411,Mapt,0.4906988982477136,1.5934964058779757,0.2953061660586016,0.5434208001711027
ENSMUSG00000039105,Atp6v1g1,0.9735351534952859,1.5932167967740056,0.2952799591755662,0.5433966867543142
ENSMUSG00000096981,AC163623.1,0.3607886213424143,1.5927301251493833,0.29523435594131764,0.5433547238603136
ENSMUSG00000029660,Tex26,0.6375261875187972,1.5925781420190321,0.29522011732009473,0.5433416211925005
ENSMUSG00000022370,Mrpl13,0.358561114055286,1.5923871100170537,0.2952022223116145,0.543325153394921
ENSMUSG00000089857,Zfp882,0.3291391875759572,1.5918433133802476,0.29515129367058335,0.5432782838201646
ENSMUSG00000043789,Vwce,0.23576644495607146,1.5916273515156067,0.2951310728393827,0.5432596734890072
ENSMUSG00000090427,Gm17225,0.3763238257094858,1.5915956292645674,0.2951281028688383,0.5432569400098247
ENSMUSG00000018287,Spag7,0.5895283437784284,1.5912686035857249,0.2950974888001203,0.5432287628615778
ENSMUSG00000068391,Chrac1,0.693943577942286,1.59093028164674,0.29506582386785307,0.5431996169621744
ENSMUSG00000046434,Hnrnpa1,0.814312619170142,1.5898504235479287,0.29496480057946933,0.5431066199002451
ENSMUSG00000043587,Acpl2,0.2481433391901431,1.5897986273305886,0.29495995664437213,0.5431021604121753
ENSMUSG00000043153,Ispd,0.4156409441712714,1.5890391087022746,0.29488894527740434,0.5430367807776968
ENSMUSG00000024097,Srsf7,0.8074889880068588,1.5889545130897258,0.294881038091607,0.5430295002038167
ENSMUSG00000005161,Prdx2,0.44871771158757134,1.5888172466668868,0.29486820863978164,0.5430176872255467
ENSMUSG00000046312,AI464131,0.23494183856988582,1.5883910015843072,0.2948283771870714,0.5429810099691069
ENSMUSG00000034573,Ptpn13,0.38878054645914295,1.5878021142460088,0.29477336483678007,0.5429303498946988
ENSMUSG00000079662,Ntn3,0.5025961732242428,1.5872165131170028,0.294718679704639,0.5428799864653688
ENSMUSG00000020375,Rufy1,0.3943046534440011,1.586266028475491,0.2946299636335834,0.542798271583084
ENSMUSG00000063172,Hspb11,0.6803139361535719,1.586228513861918,0.29462646319514757,0.5427950471357929
ENSMUSG00000032338,Hcn4,0.44723106465039986,1.5858549716093715,0.2945916129830762,0.542762943634766
ENSMUSG00000023079,Gtf2ird1,0.3430225007451435,1.5858475506414342,0.294590920715349,0.5427623059087182
ENSMUSG00000051238,Swsap1,0.42190002096455714,1.5852780888159717,0.29453780792136613,0.5427133754767485
ENSMUSG00000062488,I830012O16Rik,0.38380262493369716,1.5848828568077475,0.29450095647792696,0.5426794233043363
ENSMUSG00000037759,Ptger2,0.09673840363727432,1.5839273854599916,0.29441190626048686,0.5425973703036966
ENSMUSG00000074218,Cox7a1,0.9075139222435715,1.5825979123961518,0.294288088316679,0.5424832608631155
ENSMUSG00000025006,Sorbs1,0.46369070224071507,1.5825153329205157,0.2942804008639694,0.5424761753883477
ENSMUSG00000025380,Fscn2,0.23704964703109999,1.5825131054168415,0.2942801935077201,0.5424759842681702
ENSMUSG00000018442,Derl2,0.585582675697143,1.582238028750947,0.29425458911976793,0.5424523841958554
ENSMUSG00000022223,Sdr39u1,0.6290184947041446,1.5814084646773046,0.29417739948821936,0.5423812307669019
ENSMUSG00000003531,Dgcr6,0.39121648804457143,1.5811366660901833,0.29415211786180023,0.5423579241255725
ENSMUSG00000030032,Wdr54,0.5238486649628573,1.580594648894418,0.2941017145458852,0.5423114552965714
ENSMUSG00000078572,1810043H04Rik,0.692151856592286,1.5804681193658443,0.2940899507875952,0.5423006092450895
ENSMUSG00000049672,Zbtb14,0.3696904330963857,1.5802612892036676,0.2940707233118255,0.5422828812638525
ENSMUSG00000030272,Camk1,0.40462335364371604,1.5798418065111075,0.2940317348249032,0.5422469315956552
ENSMUSG00000037608,Bclaf1,0.8150873014998559,1.578979675811466,0.29395163726682677,0.5421730694776593
ENSMUSG00000078954,Arhgap8,0.09644033940338141,1.5784738195050951,0.29390466027380685,0.5421297448709181
ENSMUSG00000046605,B3gntl1,0.37800399380194283,1.5783423127891818,0.29389245019962157,0.5421184835436084
ENSMUSG00000047547,Cltb,0.6899183698330003,1.5778081962038704,0.29384286924866293,0.5420727527266639
ENSMUSG00000030527,Crtc3,0.39812688323185697,1.5777364353750567,0.29383620911636527,0.5420666094829724
ENSMUSG00000091251,Kiss1,1.138094635255543,1.5775065605566603,0.2938148764425216,0.5420469319556394
ENSMUSG00000039063,Echdc3,0.36171321323056294,1.5770344006631944,0.2937710691565162,0.5420065213228676
ENSMUSG00000031575,Ash2l,0.3571452937954298,1.5758861138823435,0.29366458512863597,0.5419082811035794
ENSMUSG00000032231,Anxa2,0.5027179316584287,1.5753988680712772,0.2936194248225497,0.5418666116513821
ENSMUSG00000021223,Papln,0.5437930006146001,1.574690747176408,0.2935538176379242,0.5418060701375763
ENSMUSG00000046792,Zfp787,0.5605354241407858,1.5745817122081138,0.2935437182019607,0.5417967498997762
ENSMUSG00000095677,Dynlt1f,1.560808376023715,1.5732925631096695,0.2934243629289007,0.5416865910551051
ENSMUSG00000025362,Rps26,0.7234212792805703,1.5732213096784031,0.2934177688139017,0.5416805043694131
ENSMUSG00000030188,Magohb,0.5954877202980007,1.5731345347544747,0.2934097386730472,0.5416730920703439
ENSMUSG00000036782,Klhl13,0.7034691591578568,1.572764092317873,0.29337546295679096,0.541641452398901
ENSMUSG00000027006,Dnajc10,0.7169095647634283,1.572615587519473,0.2933617246045778,0.5416287701041903
ENSMUSG00000030086,Chchd6,0.39140722250585736,1.5722244363650604,0.2933255449632312,0.5415953701456755
ENSMUSG00000051316,Taf7,0.3675743670794972,1.5722166873623573,0.29332482830785567,0.5415947085301477
ENSMUSG00000025217,Btrc,0.380508852308286,1.571865095402401,0.29329231554678903,0.541564691931434
ENSMUSG00000049796,Crh,0.7961949211635857,1.5714482289912803,0.2932537760837135,0.5415291091748564
ENSMUSG00000091803,Cox16,0.8371241989542857,1.5713988370794227,0.2932492104594409,0.541524893665509
ENSMUSG00000092074,Dynlt1a,1.5557077287651424,1.5712527811215142,0.2932357103714271,0.5415124286398486
ENSMUSG00000069910,Spdl1,0.17725083176115142,1.5712013371399822,0.29323095565520285,0.5415080384031273
ENSMUSG00000041483,Zfp281,0.20192147161965573,1.5709674231476363,0.2932093380893398,0.541488077513568
ENSMUSG00000038760,Trhr,0.4789599920877572,1.5706357512837246,0.2931786915781476,0.5414597783567562
ENSMUSG00000073733,Rsg1,0.5487691813749143,1.5703940994165344,0.2931563669979028,0.5414391627855366
ENSMUSG00000020335,Zfp354b,0.5551405323703285,1.5703012082288064,0.2931477863238611,0.5414312387772441
ENSMUSG00000033735,Spr,0.531903230801142,1.5698101273849867,0.29310243195549696,0.5413893533821079
ENSMUSG00000091519,Skor2,0.7380745066868757,1.5691869945285315,0.29304490218364454,0.5413362191684984
ENSMUSG00000004788,Eif2b2,0.5134741579035724,1.568039468253093,0.29293901836605507,0.5412384117614483
ENSMUSG00000038570,Fam154b,0.30921568263301424,1.5677378597430596,0.29291120139171106,0.5412127136271939
ENSMUSG00000054894,Atp5s,0.6449124031587146,1.5672416505762332,0.29286544828668665,0.5411704429167271
ENSMUSG00000055963,Triqk,0.5769598388494281,1.567198101473634,0.2928614335208527,0.5411667335681792
ENSMUSG00000041423,Paqr6,1.1617470609738576,1.5670020120660262,0.29284335753721774,0.5411500323729249
ENSMUSG00000032101,Ddx25,0.5010601283405727,1.566717752376623,0.2928171578252496,0.541125824393227
ENSMUSG00000019822,Smpd2,0.2994177845337145,1.5658786345630078,0.2927398455478629,0.5410543831703639
ENSMUSG00000056144,Trim34a,0.3730635345392372,1.5656356316362936,0.29271746416163547,0.5410336996543149
ENSMUSG00000038065,2410066E13Rik,0.5445949485884287,1.5655015864171635,0.2927051196329731,0.5410222912533024
ENSMUSG00000090326,Gm17384,0.4324328321095186,1.565040656803384,0.29266267964394105,0.5409830677978203
ENSMUSG00000071757,Zhx2,0.3827886275700285,1.564589319455817,0.29262113497063663,0.5409446690472479
ENSMUSG00000071037,Camkmt,0.35030731478728594,1.5634931115596247,0.29252028118649487,0.5408514409581386
ENSMUSG00000020086,H2afy2,0.5277538925461429,1.5625602988402683,0.2924345158223005,0.5407721477871253
ENSMUSG00000085455,1810059H22Rik,0.23933270602430143,1.5620806141877883,0.29239043222552136,0.5407313863884002
ENSMUSG00000025094,Slc18a2,1.4019526993278,1.5615310667842157,0.29233994479349057,0.5406846999809506
ENSMUSG00000042111,Ccdc115,0.6271025156054288,1.5596406688825124,0.2921664078376094,0.5405241972729893
ENSMUSG00000097416,WI1-2736D10.2,0.31775877437799993,1.5596372406089034,0.2921660933158995,0.5405239063315327
ENSMUSG00000025172,Ankrd2,0.7603636980964144,1.5595525606115517,0.29215832469871983,0.5405167200917284
ENSMUSG00000028741,Mrto4,0.30542553091899993,1.5594197656539595,0.2921461428223141,0.5405054512419963
ENSMUSG00000045867,Cradd,0.24219586623070005,1.5589774071764702,0.29210557078038524,0.5404679183636946
ENSMUSG00000032002,Dcun1d5,0.673160956228144,1.5589151777376735,0.2920998641713915,0.5404626390153083
ENSMUSG00000068184,Ndufaf2,1.8726554352498566,1.558603690166454,0.29207130333667397,0.540436215789314
ENSMUSG00000002289,Angptl4,0.5735952755256142,1.557616578757061,0.291980831084273,0.5403525063181192
ENSMUSG00000044550,Tceal3,1.1091771386927136,1.557608764238456,0.2919801150846729,0.540351843787613
ENSMUSG00000038630,Zkscan16,1.4545702776335143,1.5571131926639814,0.29193471603572485,0.5403098333694518
ENSMUSG00000061477,Rps7,0.7508593675604267,1.5567244359740475,0.2918991123530925,0.5402768848961544
ENSMUSG00000079707,Tcte3,0.6135326258072287,1.5563396550289266,0.29186388153711723,0.5402442795042972
ENSMUSG00000032392,Parp16,0.4405363219324572,1.5558582658115523,0.2918198174629576,0.5402034963446253
ENSMUSG00000041750,Cd1d2,0.7986142090021041,1.555755064500639,0.2918103726813475,0.5401947544000659
ENSMUSG00000059714,Flot1,0.45314073307571423,1.5557142039418694,0.29180663337626217,0.5401912933177119
ENSMUSG00000044287,Nrn1l,0.7864120654706859,1.555578461070593,0.29179421173509357,0.5401797957486874
ENSMUSG00000005553,Atp4a,0.2943804429520428,1.555453565408673,0.29178278366438176,0.5401692176201656
ENSMUSG00000046380,Jrk,0.14848849524853142,1.5550142598651857,0.29174259408325,0.5401320154214616
ENSMUSG00000028495,Rps6,1.2061888037938564,1.5544483555044373,0.29169083942284935,0.540084104027187
ENSMUSG00000032251,Irak1bp1,0.6136549101992861,1.5543760918265883,0.2916842319202508,0.5400779868873112
ENSMUSG00000066456,Hmgn3,0.6133363239404286,1.554304221097775,0.2916776606520232,0.5400719032240274
ENSMUSG00000073430,Gm10505,0.16352095081872708,1.5542466923907554,0.2916724009192362,0.5400670337275144
ENSMUSG00000037325,Bbs7,0.6776340722628569,1.554239015745421,0.2916716990738742,0.5400663839509678
ENSMUSG00000031516,Dctn6,0.3765723614970007,1.55409343680086,0.29165839002217464,0.5400540621291304
ENSMUSG00000010607,Pigyl,1.075134771239143,1.5537701861828865,0.29162884240933035,0.540026705274221
ENSMUSG00000038013,Wipf2,0.5610917311545718,1.5537461619674375,0.2916266466551462,0.5400246722652088
ENSMUSG00000051675,Trim32,1.0134774129914277,1.5533846132605231,0.29159360609296986,0.539994079683259
ENSMUSG00000042229,Rabif,0.7217373935639433,1.553056639757754,0.29156364049241396,0.5399663327397496
ENSMUSG00000058246,Gm10037,1.4751075377157714,1.5528727807775078,0.2915468448154735,0.539950779993393
ENSMUSG00000024953,Prdx5,0.38410499853485636,1.5527373790323062,0.29153447702031016,0.5399393271658494
ENSMUSG00000033420,Antxr1,0.34446534201142853,1.5526467726683615,0.2915262015036443,0.5399316637349992
ENSMUSG00000057173,Rfx8,0.37208014065801565,1.552123965292016,0.29147846041412473,0.5398874516175799
ENSMUSG00000040429,Mterf,0.29677584318048433,1.5516642294778933,0.291436492102578,0.5398485825697591
ENSMUSG00000045817,Zfp36l2,0.34221685032844285,1.5505760647268454,0.2913372053808888,0.5397566168013957
ENSMUSG00000027500,Stmn2,0.5164358332134276,1.5505164366544137,0.2913317667877038,0.5397515787727756
ENSMUSG00000036327,Qsox2,0.2280872965042855,1.5450571395447434,0.29083471808542977,0.539290940110651
ENSMUSG00000063253,Scoc,0.6408706323224291,1.5446641118423565,0.29079900202529896,0.5392578251868942
ENSMUSG00000050931,Sgms2,0.1809770390291886,1.5446043516662205,0.29079357216566626,0.5392527905960861
ENSMUSG00000073702,Rpl31,1.0365944191318572,1.5444264893683637,0.29077741269144464,0.5392378071792117
ENSMUSG00000022151,Ttc33,0.4635765989977134,1.5444065629924166,0.2907756024194258,0.5392361286295883
ENSMUSG00000085905,Gm14273,0.10327525278228572,1.5442129846328017,0.29075801742220514,0.539219822912887
ENSMUSG00000050846,Zfp623,0.2402209040910286,1.544113101550798,0.29074894473021334,0.5392114100519511
ENSMUSG00000031513,Leprotl1,0.5290999530710003,1.543678668390639,0.29070949063796253,0.539174823816879
ENSMUSG00000031897,Psmb10,0.36749903064014244,1.5435403939705181,0.2906969352430909,0.5391631805335848
ENSMUSG00000019437,Tlcd1,0.8335236680933567,1.543403666170812,0.2906845213881156,0.5391516682605328
ENSMUSG00000047115,Fam221a,0.4324494131811857,1.5425989856123379,0.29061148473113657,0.5390839310637413
ENSMUSG00000023980,Taf8,0.3097316449700003,1.5411162227688908,0.29047700183905534,0.5389591838340407
ENSMUSG00000029776,Hibadh,0.43637745170257025,1.5402053688954107,0.29039445378884343,0.538882597407676
ENSMUSG00000046491,C1qtnf2,0.4317110150315657,1.539716750682811,0.29035019184646066,0.5388415275815893
ENSMUSG00000023991,Foxp4,0.8372833159375705,1.5395112140338172,0.2903315773112443,0.5388242545684486
ENSMUSG00000022560,Slc52a2,0.49868458120000003,1.5392017425795894,0.29030355455313156,0.538798250324861
ENSMUSG00000071451,Psmg4,0.889683972272429,1.5388488135602345,0.2902716035718286,0.5387685992815734
ENSMUSG00000026142,Rhbdd1,0.47423152672744273,1.5386675819258853,0.2902551993563553,0.5387533752621465
ENSMUSG00000027459,Fam110a,0.5345240209669114,1.5385413423399343,0.29024377389810574,0.5387427715506777
ENSMUSG00000027447,Cst3,0.4395386479672858,1.5383815902175932,0.2902293166931423,0.5387293538439708
ENSMUSG00000008450,Nutf2,0.47001316546171523,1.5380150544654905,0.2901961517120269,0.5386985722201488
ENSMUSG00000031284,Pak3,1.2246303554671432,1.5378739154763383,0.2901833832455574,0.5386867208736051
ENSMUSG00000035142,Nubpl,0.23213263688114272,1.5378318522559329,0.2901795781252748,0.538683189013055
ENSMUSG00000030204,Ddx47,0.27077607547657134,1.5377301307730153,0.29017037663334183,0.5386746482185159
ENSMUSG00000031760,Mt3,1.1209453327531431,1.5366185247067872,0.2900698629681909,0.538581342944769
ENSMUSG00000037029,Zfp146,0.43439876202697114,1.5352772305148503,0.2899486772054052,0.5384688265864657
ENSMUSG00000034098,Fstl5,1.2980689365008855,1.5350056604287237,0.28992415376454855,0.538446054646655
ENSMUSG00000032324,Tspan3,0.3276688458482848,1.5346573894949604,0.2898927103993505,0.5384168556047911
ENSMUSG00000044367,Slc16a13,0.39502928965032846,1.5340137907445088,0.28983462237178725,0.5383629095431698
ENSMUSG00000052566,Hook2,0.5666767462462854,1.532723411166037,0.28971823251714357,0.5382548025955213
ENSMUSG00000094900,Chdc2,0.29282451024369716,1.5324970158476803,0.28969782217730805,0.538235842523803
ENSMUSG00000022550,Adck5,0.5182531724092856,1.5324156313287098,0.2896904858113823,0.53822902728428
ENSMUSG00000040860,Crocc,1.0008370055045726,1.5323594655903112,0.2896854230067839,0.5382243240571574
ENSMUSG00000057596,Trim30d,0.22570739458550854,1.5321947487445826,0.28967057642726185,0.5382105316948581
ENSMUSG00000021149,Gtpbp4,0.7453698811714276,1.5321087960374087,0.28966282980416547,0.5382033349991111
ENSMUSG00000020212,Mdm1,0.4557133372605717,1.5319149748204144,0.2896453629566312,0.5381871077577306
ENSMUSG00000001674,Ddx18,0.4039828383571442,1.5318957855574964,0.2896436337722132,0.5381855012653287
ENSMUSG00000040811,Eml2,0.6108494817271435,1.5316421971179626,0.28962078442466965,0.5381642727129604
ENSMUSG00000074678,Defb25,0.6641506910051429,1.5314170962577625,0.2896005050928525,0.5381454311734445
ENSMUSG00000050705,2310061I04Rik,0.43361160631314366,1.5308350341343508,0.2895480809464573,0.5380967208099835
ENSMUSG00000031220,Awat2,0.14311056233451716,1.5307120894683226,0.2895370103320855,0.5380864338859376
ENSMUSG00000059743,Fdps,0.3914564356438559,1.5302638976268652,0.2894966602007822,0.5380489384812335
ENSMUSG00000073758,Sh3d21,0.5644302680630857,1.5300825538595109,0.2894803374138727,0.5380337697708878
ENSMUSG00000029649,Pomp,0.4104704048537142,1.529731135796711,0.28944871171389186,0.538004378898436
ENSMUSG00000031325,4930519F16Rik,0.2834750998562843,1.529725216868977,0.2894481791050373,0.5380038839125952
ENSMUSG00000057058,Skap1,0.24891098646434284,1.5296448841563457,0.2894409506491797,0.537997166023372
ENSMUSG00000042770,Hebp1,0.556427665899716,1.5296404184537569,0.289440548829818,0.5379967925832068
ENSMUSG00000019303,Psmc3ip,0.6972409549825567,1.52942891917274,0.2894215196837742,0.5379791071071202
ENSMUSG00000042406,Atf4,0.6458372459477149,1.5293480434524787,0.28941424377818686,0.5379723448079714
ENSMUSG00000039096,Rsad1,0.626287802603557,1.529207608717056,0.28940161061778136,0.5379606032208877
ENSMUSG00000031924,Cyb5b,0.6720120657735702,1.528970984456317,0.2893803271104632,0.537940821197335
ENSMUSG00000044988,Ucn3,0.3616205134454143,1.5285814036642438,0.28934529288454647,0.5379082569402951
ENSMUSG00000035399,3230401D17Rik,0.5638800992688573,1.5285063872625173,0.2893385478337865,0.5379019872000721
ENSMUSG00000057322,Rpl38,1.1970131916179998,1.528284505287458,0.2893185993984753,0.5378834440643022
ENSMUSG00000021236,Entpd5,0.3537373205468577,1.528256640156893,0.28931609437147243,0.5378811154627688
ENSMUSG00000042425,Frmpd3,0.6934465891482433,1.5278654431272765,0.2892809312573217,0.5378484277724735
ENSMUSG00000021265,Slc25a29,0.5454829341595713,1.5277811819506932,0.28927335854026726,0.5378413879019234
ENSMUSG00000005131,4930550C14Rik,0.3908633592713515,1.527499343071635,0.2892480321626678,0.5378178429195779
ENSMUSG00000031432,Prps1,0.46963817260000074,1.5272618476672744,0.28922669417019076,0.5377980049890393
ENSMUSG00000079380,Gm8271,0.8793709718708571,1.526959940902426,0.2891995738696226,0.5377727901908227
ENSMUSG00000002797,Ggct,0.4025512756130003,1.5266218814551544,0.28916921233482656,0.5377445604883666
ENSMUSG00000028608,0610037L13Rik,0.4708957960794282,1.5265034594271847,0.2891585782967527,0.5377346727678556
ENSMUSG00000036192,Rorb,0.40430129072175425,1.5255161410444373,0.2890699513833394,0.5376522587912557
ENSMUSG00000090330,9130221H12Rik,0.8735708829042346,1.5253880732563212,0.2890584595435018,0.5376415716288147
ENSMUSG00000031595,Pdgfrl,0.2862333084988201,1.5249666941781073,0.2890206549646745,0.5376064126893154
ENSMUSG00000071172,Srsf3,0.6967317833457152,1.5249055587553992,0.28901517098733953,0.5376013123006114
ENSMUSG00000079435,Rpl36a,0.9780205238468573,1.5246946971828486,0.28899625794305667,0.5375837217988065
ENSMUSG00000061474,Mrps36,0.3909410601811425,1.5246075890040993,0.28898844561456827,0.5375764555991718
ENSMUSG00000037722,Gnpnat1,0.434032850125857,1.524123471951474,0.28894503553528955,0.537536078356876
ENSMUSG00000027363,Usp8,0.3468258680932852,1.5238848187192484,0.2889236409167478,0.5375161773535265
ENSMUSG00000036002,Fam214b,0.7087306850160005,1.5230636831117867,0.2888500539194256,0.5374477220338976
ENSMUSG00000007850,Hnrnph1,0.5952073332905723,1.5223865811190693,0.28878940449464224,0.5373912955143972
ENSMUSG00000097787,AC115752.1,0.2578457996350171,1.522207603354698,0.28877337759286126,0.5373763835458917
ENSMUSG00000084880,Gm14872,0.3028088166032086,1.521713776901997,0.2887291667429344,0.5373352461386973
ENSMUSG00000095545,Gm4245,1.2888667300490138,1.5214388951152225,0.28870456358870167,0.5373123519785318
ENSMUSG00000058153,Sez6l,0.4462983423825717,1.521066846490741,0.28867127064528575,0.537281370089533
ENSMUSG00000057113,Npm1,0.939627377461858,1.5208481982902575,0.2886517086085045,0.5372631651327908
ENSMUSG00000096687,AA474331,0.3423247205333714,1.5203351101995557,0.2886058146397625,0.5372204525516154
ENSMUSG00000068263,Efcc1,0.49832674413028544,1.5202468712574186,0.28859792352983527,0.5372131081143081
ENSMUSG00000052712,BC004004,0.2775143402135707,1.5181332315233693,0.28840903997358874,0.5370372798731842
ENSMUSG00000020585,Laptm4a,0.5250659413702863,1.5175161599287006,0.2883539454732699,0.5369859825668356
ENSMUSG00000024325,Ring1,0.837373912945572,1.5173342229199063,0.2883377057203054,0.5369708611463991
ENSMUSG00000024002,Brd4,0.43713458722714327,1.5169045386861855,0.288299359703917,0.536935154095834
ENSMUSG00000007812,Zfp655,0.5084795527203714,1.5164688998602445,0.28826049337322845,0.5368989601156148
ENSMUSG00000095832,Supt20,0.5931631281409997,1.5163893099631334,0.28825339381814397,0.5368923484444009
ENSMUSG00000031430,Vsig1,0.2188103929945,1.5162905528644126,0.28824458503389105,0.5368841448896503
ENSMUSG00000020778,Ten1,0.4675585975687149,1.516260490176904,0.28824190366229213,0.5368816477234923
ENSMUSG00000043531,Sorcs1,0.6312822327848568,1.5152246506550422,0.28814954683526833,0.5367956285545443
ENSMUSG00000087437,Gm13112,0.7447811069587644,1.5151188708928236,0.28814011892299923,0.5367868468237641
ENSMUSG00000020834,Dhrs13,0.7205401432030425,1.5143236682144752,0.2880692653694404,0.5367208449179521
ENSMUSG00000022658,Tagln3,0.33427938623771425,1.5138747342042667,0.28802928121495497,0.5366835950678528
ENSMUSG00000079467,Gm14966,0.49932262424841434,1.513382137571079,0.28798542190487164,0.5366427320898622
ENSMUSG00000051860,Samd7,0.1565403956279614,1.5128419945073888,0.28793734561151535,0.5365979366448546
ENSMUSG00000029014,Dnajc2,0.5660251190455714,1.5125596485364885,0.2879122217890369,0.5365745258480288
ENSMUSG00000021643,Serf1,0.45923753703757075,1.5120958244799514,0.28787095978988625,0.5365360750125626
ENSMUSG00000098022,ZFP82,0.24362893996285728,1.51154388042307,0.2878218750850254,0.5364903308401983
ENSMUSG00000044952,Kctd21,0.2271695609263143,1.5110749890946147,0.28778019038569763,0.5364514799920843
ENSMUSG00000031023,Akip1,0.9476061998604615,1.5105557457024312,0.28773404445061934,0.536408467914722
ENSMUSG00000009114,2610028H24Rik,0.3299989650546457,1.509223998046707,0.28761576255077986,0.5362982030090907
ENSMUSG00000021326,Trim27,0.3102306130201429,1.5087103121732581,0.28757016636777527,0.5362556912218045
ENSMUSG00000035963,Odf3l2,0.3423874740515185,1.5082589384047866,0.287530113991893,0.5362183454451116
ENSMUSG00000063488,Zkscan7,0.32516408836168137,1.5076142792981622,0.28747293134088664,0.5361650224892395
ENSMUSG00000002728,Naa20,0.6981838604915707,1.5073158568142153,0.28744646890147063,0.5361403444075726
