Ensembl_gene,Symbol,MoEx_Enrich,MoEx_Hedges_g,MoEx_Var_g,MoEx_SEg
ENSMUSG00000082609,Gm15464,1.077980757575757,2.1992410859571376,0.28686932686437683,0.5356018361286459
ENSMUSG00000033430,Terf2ip,0.4975860303030304,2.1982855990960948,0.28679429509707943,0.535531787195755
ENSMUSG00000038540,Tmc3,0.38855053030151554,2.198272776491042,0.2867932883947287,0.5355308472858764
ENSMUSG00000083298,Gm12085,0.7189319696969694,2.198237695800425,0.28679053424073453,0.535528275855472
ENSMUSG00000063549,Olfr179,0.8299107575757585,2.198059622874803,0.2867765545706374,0.5355152234723467
ENSMUSG00000025963,Mdh1b,1.0522436026936366,2.198033480349796,0.28677450233896085,0.5355133073406868
ENSMUSG00000085399,9130206I24Rik,0.6473039393939395,2.1976340968919095,0.28674315310830517,0.5354840362777449
ENSMUSG00000022057,Adamdec1,0.5623108333333329,2.1968509928953353,0.28668170062907844,0.5354266528938193
ENSMUSG00000082443,Gm12604,0.7178218939393939,2.1963101330022323,0.2866392705459188,0.5353870287426833
ENSMUSG00000072049,Vmn2r121,0.7781636363636357,2.1959665043733705,0.28661231854594593,0.5353618575748051
ENSMUSG00000028871,Rspo1,0.893149848484847,2.1957078512564117,0.28659203425557533,0.5353429127723419
ENSMUSG00000037157,Il22ra1,0.650496111111666,2.1956869704516278,0.28659039682953963,0.5353413834456847
ENSMUSG00000029352,Crybb3,0.9624842424242432,2.1956745718207156,0.28658942456398667,0.535340475364965
ENSMUSG00000040432,Ltb4r2,0.9868120454545455,2.195654477054731,0.28658784880095817,0.5353390036238329
ENSMUSG00000006221,Hspb7,1.744948939393939,2.19549842660042,0.28657561234728735,0.5353275748056393
ENSMUSG00000020814,Mxra7,0.4219087373740926,2.195196098818822,0.28655190825915267,0.5353054345503627
ENSMUSG00000049916,2610318N02Rik,0.5045628484848494,2.1949828682104395,0.2865351918210804,0.5352898203973997
ENSMUSG00000021575,Ahrr,1.0644677272727279,2.194852576004501,0.28652497822565653,0.535280280064245
ENSMUSG00000029205,Chrna9,0.7853055050500002,2.194780640754612,0.28651933948704283,0.5352750129485243
ENSMUSG00000021403,Serpinb9b,1.1455231818181817,2.194525268268164,0.2864993232734041,0.5352563154913766
ENSMUSG00000087371,Gm15541,0.6294802272727278,2.194359354996724,0.2864863201625859,0.5352441687329119
ENSMUSG00000022136,Dnajc3,0.48220187878803067,2.193231333431512,0.2863979398605168,0.5351616016312426
ENSMUSG00000079698,Vmn2r93,0.6426514646457424,2.193055223640257,0.2863841457889105,0.5351487137132168
ENSMUSG00000086565,Gm13133,0.5096278484848475,2.192651020237541,0.28635249012128394,0.5351191363811277
ENSMUSG00000024253,Dync2li1,0.7435284595948493,2.1924603797272444,0.28633756190923043,0.5351051877053992
ENSMUSG00000079662,Ntn3,0.4241045592263646,2.1923827045546114,0.2863314798834529,0.5350995046563329
ENSMUSG00000065859,Gm22351,1.1084553030303042,2.192337854086081,0.2863279681553917,0.5350962232677331
ENSMUSG00000020072,Pbld1,0.9008381818181812,2.1920543492779805,0.2863057717934229,0.5350754823325611
ENSMUSG00000072875,Gpr27,0.42344981818181804,2.191747216784971,0.28628172879514,0.5350530149388376
ENSMUSG00000048856,Slc25a47,0.9828359595980309,2.1915828534259068,0.2862688634584573,0.5350409923159695
ENSMUSG00000013155,Enkd1,0.45680681818196955,2.1915398744581283,0.2862654994925557,0.5350378486542384
ENSMUSG00000023055,Calcoco1,0.44404540403863546,2.191457433599835,0.28625904702719907,0.5350318187053916
ENSMUSG00000072673,Gm10392,0.6234979545454546,2.190740905762467,0.2862029761861451,0.5349794166004381
ENSMUSG00000079450,3110007F17Rik,1.0116533333333324,2.190669748380022,0.28619740886983147,0.5349742132755854
ENSMUSG00000059246,Foxb1,0.8806650000000005,2.1897434029678067,0.28612494859078935,0.5349064858372811
ENSMUSG00000020437,Myo1g,0.8870218939393935,2.189310509644224,0.2860910974621754,0.53487484280173
ENSMUSG00000047868,Olfr770,0.4797997727272729,2.188597410051379,0.2860353495272639,0.5348227271977734
ENSMUSG00000083471,Gm12118,0.7072865151515149,2.18793308754766,0.285983431175518,0.5347741870878941
ENSMUSG00000097476,AC160929.1,0.6926669191921211,2.187370811134454,0.2859395002793959,0.5347331112614927
ENSMUSG00000096921,CT010583.1,0.88300393939394,2.1873404888875445,0.2859371315101781,0.5347308963489749
ENSMUSG00000050188,Lsm10,0.6426966666690905,2.1872939726864353,0.2859334977355997,0.5347274985781072
ENSMUSG00000090704,Trp53-ps,1.641497424242424,2.185429894564931,0.2857879423982367,0.5345913789037723
ENSMUSG00000031428,Zcchc18,0.39124345959727336,2.1849006627813305,0.28574664029402624,0.5345527479061596
ENSMUSG00000097462,AC136008.1,0.7887630303027278,2.184738152305735,0.285733959721133,0.5345408868563124
ENSMUSG00000086355,4933428C19Rik,0.3105346753266365,2.184337925429916,0.28570273433419,0.5345116783889665
ENSMUSG00000030889,Vwa3a,1.0320796969696957,2.184138330958132,0.285687164267924,0.5344971134327332
ENSMUSG00000092528,Nlrp1c-ps,0.5760581212121205,2.1841170693938388,0.2856855057689411,0.534495561973101
ENSMUSG00000030839,Sergef,0.47365368686878817,2.1840320626814935,0.2856788750189992,0.534489359126072
ENSMUSG00000081750,Gm4995,0.7348128787878796,2.184022445055293,0.28567812483479416,0.5344886573490537
ENSMUSG00000070778,Rpl7a-ps8,0.6210475252513634,2.1840209038469145,0.2856780046193476,0.5344885448906718
ENSMUSG00000002565,Scin,0.7113680303030305,2.184007533132905,0.28567696169686513,0.5344875692631823
ENSMUSG00000054258,Gm5082,0.8766819696969694,2.1838694708148143,0.28566619313928837,0.5344774954469911
ENSMUSG00000025081,Tdrd1,0.4288958143939392,2.183752546145346,0.28565707380427596,0.53446896430408
ENSMUSG00000068536,Doxl2,0.6364740909090907,2.18305400870018,0.28560260277044813,0.5344180037858457
ENSMUSG00000085931,Gm12648,0.7346509090909086,2.182708434661596,0.2855756618033223,0.5343927972973834
ENSMUSG00000039954,Stk32a,0.6457729848484846,2.1826053103341234,0.2855676230525337,0.5343852758567864
ENSMUSG00000086936,Gm9697,0.7434609848484848,2.1822264705368193,0.2855380949813349,0.534357647069203
ENSMUSG00000043102,Qrfp,0.5630721212110608,2.182055857139071,0.2855247984628232,0.5343452053334279
ENSMUSG00000070369,Itgad,0.36068498316484865,2.181905390839192,0.2855130729431482,0.5343342333625539
ENSMUSG00000081542,Gm12512,0.8894939393939385,2.1817921650488072,0.2855042500305631,0.5343259773121303
ENSMUSG00000026928,Card9,0.9011083333333323,2.1808608633387507,0.2854316974193895,0.5342580812859918
ENSMUSG00000085003,4930418C01Rik,1.2138693939393943,2.1806660556921083,0.2854165249409098,0.5342438815193954
ENSMUSG00000085945,2310014F06Rik,0.7088926515151517,2.1806609913195336,0.285416130523319,0.5342435123829947
ENSMUSG00000025468,Caly,0.656463838383031,2.1806070007011553,0.28541192574553675,0.5342395771051942
ENSMUSG00000070331,Qrich2,0.6183582196969688,2.180536651732314,0.28540644713912755,0.534234449599731
ENSMUSG00000035948,Acss3,0.6921498622563629,2.179953186772461,0.2853610151207603,0.5341919272328629
ENSMUSG00000097065,AL731822.1,0.9306737878787876,2.1793405126938596,0.28531332179485547,0.5341472847397574
ENSMUSG00000050635,Sprr2f,0.9016400000000004,2.178981987998359,0.2852854188261509,0.5341211649299725
ENSMUSG00000074476,Spc24,0.8286748106060609,2.1786777613495136,0.28526174532218035,0.5340990032963742
ENSMUSG00000074195,AI747448,0.9034395454545456,2.1784355652122485,0.2852429011075854,0.5340813618799906
ENSMUSG00000064264,Zfp428,0.7793699999999992,2.178393196701027,0.28523960481565164,0.5340782759255909
ENSMUSG00000036764,Dnajc12,0.5253968560606044,2.1779592903934764,0.28520585037240054,0.5340466743388639
ENSMUSG00000074987,AI314831,0.8706490151515154,2.177072845008523,0.28513691290565496,0.5339821278897403
ENSMUSG00000086139,Gm11211,0.8028675252524233,2.1769911795480277,0.2851305633227337,0.5339761823552935
ENSMUSG00000029228,Lnx1,0.8540572727272719,2.176540869059911,0.28509555544520077,0.5339434009754225
ENSMUSG00000085395,Gm13056,0.9027360606060602,2.176463390751556,0.2850895328843738,0.5339377612459844
ENSMUSG00000085864,C330019F10Rik,1.2106812121212114,2.175779033867835,0.28503634561539326,0.5338879523040329
ENSMUSG00000029377,Ereg,0.8758279545454553,2.175538072777042,0.2850176224347432,0.5338704172687818
ENSMUSG00000075553,Gm5464,1.12349893939394,2.1749352888338143,0.2849707939438893,0.5338265579229731
ENSMUSG00000025521,Tmem192,0.31207446969560415,2.1749022377434155,0.2849682266782944,0.5338241533298156
ENSMUSG00000034007,Scaper,1.0942089057224234,2.174776640278092,0.28495847116682926,0.5338150158686333
ENSMUSG00000043430,Psapl1,0.6842549999999994,2.174756650417093,0.28495691854958116,0.5338135616014089
ENSMUSG00000024575,Pde6a,0.9128579797987895,2.1747454718365815,0.2849560503128016,0.5338127483610724
ENSMUSG00000024425,Ndfip1,0.2647611363636351,2.174582646108588,0.284943404196425,0.5338009031431336
ENSMUSG00000082458,Gm9430,0.43338254545454524,2.1741073427188344,0.2849064944269129,0.5337663294241338
ENSMUSG00000034457,Eda2r,0.6035275757575751,2.174104850306035,0.2849063008994178,0.5337661481392557
ENSMUSG00000089938,Gm15744,1.3088468181818178,2.1738839036525377,0.2848891460143352,0.5337500782335636
ENSMUSG00000095202,Gm6100,1.1910678787878797,2.1734560202423414,0.28485592896733664,0.5337189606593873
ENSMUSG00000090007,Rpl30-ps2,0.7178504545454549,2.173307610431297,0.2848444092821744,0.5337081686485362
ENSMUSG00000081512,Gm15821,0.9337893181818178,2.173253920597369,0.28484024202919656,0.5337042645784241
ENSMUSG00000002240,4930432K09Rik,0.9539063636363632,2.173053701562731,0.2848247025021189,0.5336897061983854
ENSMUSG00000071815,Fthl17,0.7686582323237878,2.172764872823638,0.28480228826463383,0.5336687064693169
ENSMUSG00000083782,Gm11660,1.2973309090909089,2.1725699178726745,0.28478716068372234,0.533654533086455
ENSMUSG00000035491,1600014K23Rik,0.5456055050512125,2.1723859676149835,0.2847728882595296,0.5336411605747158
ENSMUSG00000094568,Gm1815,0.28693386363636275,2.172033751165251,0.28474556368650294,0.5336155579501997
ENSMUSG00000054150,Syne3,0.45859942424242384,2.1711171547159647,0.2846744758883057,0.5335489442293984
ENSMUSG00000062432,Cyp26c1,0.6496633333333319,2.1707359938339854,0.28464492330659985,0.5335212491612681
ENSMUSG00000083107,Gm5303,0.8868016666666669,2.1706984794302726,0.28464201497935837,0.5335185235578596
ENSMUSG00000054191,Klf1,1.0909186363636363,2.170653163024284,0.2846385018641161,0.5335152311453873
ENSMUSG00000086414,Gm15645,0.5011909393939389,2.170608867739446,0.2846350679812909,0.5335120129681158
ENSMUSG00000028834,Trim63,0.9118681818181824,2.170044443093628,0.28459131848651265,0.5334710099775926
ENSMUSG00000086058,Gm12575,0.5297507575772729,2.1699902053690368,0.2845871150292987,0.5334670702389217
ENSMUSG00000009900,Wnt3a,0.5528293686863637,2.1696517286789807,0.28456088525005113,0.5334424854190479
ENSMUSG00000003429,Rps11,0.7896124242392419,2.169512747915459,0.2845501163144796,0.5334323915122511
ENSMUSG00000049307,Fut4,0.6039217676759092,2.169490908892538,0.28454842417875964,0.5334308054272453
ENSMUSG00000078799,Sult2a5,1.2205130303030303,2.1692679382496918,0.28453114889573644,0.5334146125630009
ENSMUSG00000035595,1600002K03Rik,0.595575404043637,2.168540000279921,0.2844747621974502,0.5333617554694471
ENSMUSG00000097603,AC122296.1,0.48336318181818205,2.1682442197737606,0.2844518561933124,0.5333402818026334
ENSMUSG00000097074,AC119237.1,0.4527745757575754,2.1680889597348463,0.2844398337065589,0.5333290107490487
ENSMUSG00000043485,Krt34,0.6491521212121203,2.1668599154454085,0.2843446936322724,0.5332398087467517
ENSMUSG00000039555,Cylc2,0.3992419696969698,2.166562748700484,0.28432169811249586,0.5332182462299052
ENSMUSG00000026166,Ccl20,0.6339910606060597,2.1661728942601983,0.2842915349655496,0.5331899614260847
ENSMUSG00000019471,Cdc37,0.5784342929299999,2.1656766048577185,0.284253144769129,0.533153959723764
ENSMUSG00000044542,Prop1,0.4554153939393941,2.165642976319916,0.28425054377012426,0.5331515204612327
ENSMUSG00000083630,Gm15602,1.072453484848485,2.165426187874797,0.2842337772388776,0.5331357962460198
ENSMUSG00000023153,Tmem52,0.6706214646478776,2.1649628671382746,0.28419794939876336,0.5331021941417643
ENSMUSG00000033015,4933427E13Rik,1.0404986363636373,2.1634882005587173,0.28408396686071374,0.532995278460057
ENSMUSG00000024154,Gtf2a1l,0.5971831818181821,2.163423554044836,0.28407897186498504,0.5329905926608696
ENSMUSG00000083513,Olfr647-ps1,1.2105868181818187,2.1630109850591146,0.2840470977094567,0.5329606905855785
ENSMUSG00000039232,Stx11,0.6446600757575749,2.1620081012653167,0.2839696425032149,0.5328880206039679
ENSMUSG00000097298,A130057D12Rik,0.8555263636363635,2.161965594077713,0.28396636036105305,0.5328849410154626
ENSMUSG00000068479,Mfap1a,0.5092073030303039,2.161569987377364,0.2839358171531027,0.5328562818932537
ENSMUSG00000094365,Gm21982,1.3213695454545453,2.160676540793222,0.28386685828888103,0.5327915711503711
ENSMUSG00000024300,Myo1f,0.26985135281287853,2.160445514416929,0.28384903162513214,0.5327748413965623
ENSMUSG00000033122,Hsd17b3,0.6559260606060606,2.1604376687900713,0.28384842626732587,0.5327742732783987
ENSMUSG00000023147,Wrb,0.6666236363636351,2.159802179812078,0.28379940011007454,0.5327282610394107
ENSMUSG00000041068,4930596D02Rik,0.5603278030303032,2.1596893039601945,0.2837906935693436,0.5327200893239747
ENSMUSG00000005947,Itgae,0.3555245265151519,2.1592950126096184,0.28376028395935615,0.5326915467316485
ENSMUSG00000039224,D1Pas1,0.6697997474748485,2.1591303785039115,0.28374758824324314,0.5326796300246923
ENSMUSG00000051378,Kif18b,0.5755575000000004,2.1590122379882986,0.28373847846475736,0.5326710790579468
ENSMUSG00000081895,Gm10294,0.5842037373725741,2.1588181219943205,0.28372351132311174,0.5326570297321831
ENSMUSG00000035769,Xylb,0.42412460784333383,2.1587393719382404,0.2837174397535621,0.5326513303781022
ENSMUSG00000059625,Sohlh1,0.4900871818181818,2.158730841124103,0.28371678204756334,0.532650712988881
ENSMUSG00000026630,Batf3,0.8125565151515151,2.1587191697925108,0.28371588221915783,0.5326498683179767
ENSMUSG00000006649,Nphs1,0.771769787878787,2.158602685839138,0.2837069018849127,0.5326414383850666
ENSMUSG00000036864,BC053749,0.48869444444318244,2.158417785915167,0.28369264801425187,0.5326280578548711
ENSMUSG00000072571,Tmem253,0.5736685353545443,2.157132622501899,0.2835936089518767,0.5325350776727076
ENSMUSG00000035394,Ccdc11,0.8282670454545444,2.1570064528748865,0.2835838890711977,0.5325259515471501
ENSMUSG00000051517,Arhgef39,0.9790031818181806,2.1567727828870904,0.2835658890579589,0.5325090506817315
ENSMUSG00000082140,Gm13094,0.5476794696969702,2.1564264584419024,0.2835392146591332,0.5324840041345216
ENSMUSG00000074274,D930028M14Rik,0.6946199494942422,2.1561502492450493,0.28351794370647604,0.5324640304344286
ENSMUSG00000062204,Olfr1373,1.5911603030303034,2.1547636400901418,0.28341120169460154,0.5323637869864943
ENSMUSG00000086416,Gm14002,1.2337356060606055,2.154651036421097,0.2834025364106014,0.5323556484255628
ENSMUSG00000086677,Gm12284,0.5834393939393934,2.1545620461184467,0.2833956885860229,0.5323492167609744
ENSMUSG00000083079,Amy2b,0.9289953030303031,2.1536247749310933,0.2833235825257174,0.5322814880546921
ENSMUSG00000082165,Gm7091,0.570218181819393,2.152988148031836,0.2832746234965844,0.5322354962763987
ENSMUSG00000021356,Irf4,0.772971666666666,2.1528929366859924,0.2832673026263502,0.5322286187592229
ENSMUSG00000020424,Gatsl3,0.3799332996636373,2.15287198382787,0.2832656915891807,0.5322271052747884
ENSMUSG00000002395,Use1,0.334261553030303,2.15241059869985,0.28323022027926104,0.53219378075966
ENSMUSG00000026938,Fcna,0.9633539393939388,2.1515173262938823,0.2831615670640347,0.5321292766462251
ENSMUSG00000032937,Fshr,1.421205909090908,2.1515117520408613,0.28316113873951976,0.5321288741832375
ENSMUSG00000086774,Gm11915,0.8636911363636366,2.151338491691401,0.2831478260013608,0.5321163650944789
ENSMUSG00000078687,Mup8,1.1673865151515144,2.1512661652987464,0.2831422690036133,0.5321111434687431
ENSMUSG00000033768,Nrxn2,0.43026378787878805,2.1511121033904126,0.28313043270706956,0.5321000213372196
ENSMUSG00000046016,Olfr1364,0.5153015151515152,2.151028468980532,0.28312400758228395,0.5320939837869659
ENSMUSG00000061296,Vmn1r210,0.8549500000000001,2.1508262254774397,0.28310847147222684,0.5320793845585702
ENSMUSG00000021362,Gcm2,1.0992175757575766,2.1508207431661233,0.28310805034780084,0.5320789888238407
ENSMUSG00000021958,Pinx1,0.416028737375,2.1506951929357188,0.2830984064849996,0.5320699263113822
ENSMUSG00000021456,Fbp2,0.6702268181815145,2.150577074040768,0.2830893339577307,0.5320614005523523
ENSMUSG00000033610,Pank1,0.30490571625409046,2.1502785642287483,0.28306640810758604,0.5320398557510386
ENSMUSG00000058669,Nkx2-9,0.6963566666642418,2.1502361702115196,0.2830631524630192,0.5320367961551337
ENSMUSG00000044938,Klhl31,0.5076099494963633,2.1501099210233514,0.2830534575486824,0.5320276849457013
ENSMUSG00000026621,Marc1,1.4345034343412126,2.1490144313669672,0.28296935672261897,0.5319486410572162
ENSMUSG00000022177,Haus4,0.49486787878636385,2.1482663873151964,0.28291195394841884,0.5318946831360686
ENSMUSG00000076928,Trac,0.6260980303030306,2.147538520798226,0.28285611872420363,0.5318421934410654
ENSMUSG00000086872,Gm14225,0.8061060606060608,2.147462647019318,0.2828502994747569,0.5318367225707125
ENSMUSG00000092602,4931413I07Rik,0.8655022727272725,2.1472520023198496,0.2828341448519603,0.5318215347764326
ENSMUSG00000017309,Cd300lg,0.49198083333333287,2.1472310692317964,0.28283253955209814,0.5318200255275257
ENSMUSG00000035296,Sgcg,1.4345750000000002,2.1471263679278376,0.2828245105373957,0.5318124768538208
ENSMUSG00000024922,Ovol1,0.9070619696969695,2.147087403080402,0.28282152261981636,0.5318096676629867
ENSMUSG00000054428,Atpif1,0.35800770201954535,2.1467035728856523,0.2827920925014857,0.5317819971581266
ENSMUSG00000045545,Krt14,1.3299619696969711,2.14666956951676,0.2827894855523651,0.531779546007897
ENSMUSG00000046947,Adck2,0.5881494696969698,2.1463082307393835,0.28276178520683565,0.5317535004180374
ENSMUSG00000084199,Gm12422,0.6388635606060606,2.1457734251691867,0.2827207954000978,0.5317149569083963
ENSMUSG00000063106,Olfr1510,1.3324998484848498,2.145698684991937,0.28271506780391603,0.531709570916225
ENSMUSG00000025196,Cpn1,0.9769212121212121,2.145479800011889,0.28269829504468263,0.53169379820032
ENSMUSG00000084842,Pabpc1l2b-ps,0.773853484848483,2.1451629898784934,0.2826740214890644,0.5316709710799193
ENSMUSG00000038618,Rassf7,0.528587484848484,2.145075096390079,0.28266728784635853,0.5316646385141282
ENSMUSG00000025950,Idh1,0.9090893181818194,2.1445690603105536,0.2826285250836511,0.5316281831164061
ENSMUSG00000044647,Csrnp3,0.49661823232197033,2.144355578546839,0.282612174955145,0.5316128054845416
ENSMUSG00000055555,4930502E18Rik,0.5651882323222721,2.1438898857005912,0.28257651414736545,0.5315792642187668
ENSMUSG00000086020,Gm12239,0.6475624242440907,2.143330716285444,0.28253370552885443,0.5315389971853941
ENSMUSG00000049561,Olfr95,0.7125362626272733,2.143142905759599,0.2825193297276941,0.5315254742039126
ENSMUSG00000044515,Gm8385,0.5729073484848484,2.142572765958446,0.28247569656553567,0.5314844273970176
ENSMUSG00000013707,Tnfaip8l2,0.5066555050492436,2.142422758172653,0.28246421830320156,0.5314736289819106
ENSMUSG00000086127,Gm11934,0.7967383333333335,2.141896292946192,0.2824239407139252,0.5314357352624353
ENSMUSG00000020530,Ggnbp2,0.9092818434356058,2.1418086770869897,0.28241723856229095,0.5314294295222
ENSMUSG00000085693,Gm13371,1.2062412121212127,2.1416085651972656,0.282401932085169,0.5314150280949618
ENSMUSG00000036292,Gramd1c,0.6360122390562122,2.1412680957926185,0.2823758930054021,0.5313905277716212
ENSMUSG00000081968,Rpl23a-ps2,0.778926363636363,2.140324355298166,0.2823037374308157,0.531322630264151
ENSMUSG00000086290,Snhg12,0.9199027272725755,2.1399948677866862,0.28227855329279516,0.5312989302575295
ENSMUSG00000041957,Pkp2,0.49592265151515136,2.1384004305174935,0.282156738419296,0.5311842791530036
ENSMUSG00000093671,Gm20656,0.7456719318181815,2.138287262826095,0.28214809586799083,0.5311761439183718
ENSMUSG00000045648,Vwc2l,0.5769987626260615,2.138210576429017,0.28214223963207286,0.5311706313719471
ENSMUSG00000058498,Rnf207,0.6098343434356073,2.137502800798171,0.28208819952969993,0.5311197600633024
ENSMUSG00000026572,Tbx19,0.7106495454545474,2.1371045535389266,0.28205780041071404,0.5310911413408381
ENSMUSG00000038663,Fsd2,0.5357421212121212,2.1366089919094895,0.2820199809741367,0.5310555347363746
ENSMUSG00000098226,RP24-357L20.1,0.931448787878788,2.136492306579589,0.2820110772556597,0.5310471516312462
ENSMUSG00000046008,Pnlip,0.3589149999990915,2.136124868596542,0.28198304293713866,0.5310207556556887
ENSMUSG00000060701,Fpr-rs3,1.0914604545454547,2.1360957120255137,0.28198081859244567,0.531018661246896
ENSMUSG00000063171,Rps4y2,0.777855909088637,2.1360856420169267,0.2819800503620364,0.5310179378910249
ENSMUSG00000017007,Rbpjl,0.690811515151363,2.135472339899156,0.2819332690128134,0.5309738873172705
ENSMUSG00000037995,Igsf9,0.6346803787878796,2.135243453214272,0.28191581347745676,0.5309574497805419
ENSMUSG00000086653,9130015L21Rik,0.3125296363636363,2.1345171122321935,0.2818604330831292,0.5309052957761198
ENSMUSG00000097554,AC092404.1,0.689355568181818,2.1345026925062527,0.2818593338314217,0.5309042605135333
ENSMUSG00000031881,Cdh16,0.7280277777789399,2.1342363609389787,0.28183903204637906,0.5308851401634623
ENSMUSG00000093451,Vmn1r24,1.317388181818182,2.1340736216202107,0.28182662808461384,0.5308734576945939
ENSMUSG00000081195,Gm6310,0.8183034848484851,2.1324215766012466,0.2817007630463878,0.5307548992203348
ENSMUSG00000031898,Dpep3,0.7219537373730307,2.1322095037301994,0.2816846128221528,0.5307396846121013
ENSMUSG00000091363,Gm7701,0.3218265367939397,2.1319754763831735,0.2816667925382577,0.5307228961880746
ENSMUSG00000044061,Olfr225,0.8814386363636364,2.1315157173769883,0.2816317893512198,0.5306899182679277
ENSMUSG00000082826,Gm6097,0.7296330303030292,2.1311192196772692,0.28160160854858973,0.5306614820661
ENSMUSG00000030340,Scnn1a,0.6109139393940906,2.1309328803633902,0.2815874266224462,0.5306481193997075
ENSMUSG00000079525,4930468A15Rik,0.511872727272727,2.1307806665164697,0.28157584284006326,0.5306372045381508
ENSMUSG00000035352,Ccl12,0.5495466666672724,2.1306138654602367,0.28156314989168896,0.5306252443030665
ENSMUSG00000082575,Gm13050,0.30405752525393837,2.130440726585646,0.28154997570960616,0.5306128303288624
ENSMUSG00000097292,CT033785.1,0.5903778030303029,2.129179074717333,0.28145400861530945,0.5305223921902915
ENSMUSG00000059835,Rpl13-ps3,1.2653145454545456,2.128963964326221,0.28143765199362125,0.5305069763854395
ENSMUSG00000001865,Cpa3,0.4841742424236366,2.1286495660134768,0.281413748663081,0.5304844471453249
ENSMUSG00000090966,Vmn2r116,1.0382533333333335,2.128551798468106,0.28140631623223183,0.5304774417750785
ENSMUSG00000072791,Abcb5,1.323559696969697,2.1281963879067742,0.28137930028111807,0.5304519773562146
ENSMUSG00000055298,Ctsj,0.2925064583333332,2.1266161462072417,0.28125923542058057,0.530338793056458
ENSMUSG00000091814,Gm8050,0.6506493939393936,2.125791058645325,0.281196581701064,0.5302797202430657
ENSMUSG00000032717,Mdfi,0.8271737878787881,2.125743801424036,0.28119299392028363,0.5302763373188395
ENSMUSG00000086975,Gm15208,1.6087837878787878,2.1256108397017233,0.2811828998589399,0.5302668194965059
ENSMUSG00000068814,Olfr1145,0.9994565151515151,2.1248895494503057,0.2811281526358267,0.5302151946481982
ENSMUSG00000037628,Cdkn3,0.4704450378787888,2.1239790072082427,0.2810590673804372,0.5301500423280537
ENSMUSG00000084772,Gm15473,0.3496840476165153,2.1237197479162946,0.2810394021059432,0.5301314951084714
ENSMUSG00000084018,Gm11895,0.9899345454545445,2.123535279118423,0.2810254112839952,0.5301182993294942
ENSMUSG00000080808,Gm12608,0.49795848484848504,2.1230527229673855,0.28098881812040005,0.5300837840571998
ENSMUSG00000057685,Gm8526,0.7157506060606051,2.122896293668954,0.28097695756993846,0.5300725965091371
ENSMUSG00000004837,Grap,0.39262398268393905,2.122845484654332,0.2809731053921511,0.5300689628644099
ENSMUSG00000084074,Gm8310,0.8425825757575759,2.1226022551062615,0.2809546657790243,0.5300515689808155
ENSMUSG00000029541,Cyp2w1,0.5871560606060591,2.12234515363878,0.2809351768110212,0.5300331846318881
ENSMUSG00000097358,AC108833.1,0.637295909090758,2.1220247782778783,0.2809108948190795,0.5300102780315487
ENSMUSG00000039660,D2Wsu81e,0.3319051298690914,2.1216711089863662,0.2808840936598323,0.5299849938062703
ENSMUSG00000097586,RP24-547D11.5,0.7269589393939393,2.121626534050142,0.2808807160755141,0.5299818073061698
ENSMUSG00000074343,1700104A03Rik,0.7227636363636369,2.1210489319159054,0.28083695574687095,0.5299405209519942
ENSMUSG00000038086,Hspb2,0.9969740909090903,2.120492318544022,0.28079479684370307,0.5299007424449442
ENSMUSG00000024369,Nelfe,0.35538375421136426,2.1201066023130664,0.28076558848954686,0.5298731815156782
ENSMUSG00000024011,Pi16,0.6895465656568178,2.1199547764359243,0.2807540929352975,0.5298623339465616
ENSMUSG00000003418,St8sia6,0.8599987272727274,2.1185769176039364,0.2806498054651316,0.5297639148386114
ENSMUSG00000028952,Zbtb48,0.38682722222242516,2.118506985479014,0.28064451424583126,0.5297589208742324
ENSMUSG00000042800,1700015E13Rik,1.1607646969696974,2.1177124830583605,0.2805844126990068,0.5297021924619595
ENSMUSG00000075217,4833423E24Rik,0.5297878787896972,2.1171579109148513,0.280542474464152,0.5296626043663569
ENSMUSG00000005881,Ergic3,0.46283308080727004,2.116997062397496,0.2805303127221928,0.529651123591929
ENSMUSG00000034416,Pkd1l2,0.732934772727273,2.116882467082964,0.2805216487444005,0.52964294458097
ENSMUSG00000082718,Gm14928,1.0268840909090895,2.116593096585383,0.280499772977787,0.5296222927500192
ENSMUSG00000086603,Gm13620,0.5495552020189391,2.116426183567114,0.2804871560844934,0.5296103813979607
ENSMUSG00000020258,Glyctk,0.7394789393939396,2.1163242364085835,0.2804794504259562,0.5296031065108627
ENSMUSG00000021087,Rtn1,0.46908611742424355,2.116296264409347,0.2804773362320737,0.5296011104898419
ENSMUSG00000056050,Mia3,0.7758716161628785,2.116265010605322,0.28047497402420557,0.5295988803086781
ENSMUSG00000021091,Serpina3n,1.2953280909090923,2.115962029316036,0.2804520760669716,0.5295772616596861
ENSMUSG00000059263,Usp47,0.3990725378789399,2.115804626370215,0.28044018155737105,0.5295660313477168
ENSMUSG00000044006,Cilp2,0.5017861363636356,2.1157997107491684,0.2804398101115971,0.5295656806398967
ENSMUSG00000029680,Hyal4,0.59612419191803,2.1155371290631932,0.28041996954800197,0.529546947444702
ENSMUSG00000073652,Apol7d,0.38038772727212167,2.1154120679110933,0.2804105208447689,0.5295380258723342
ENSMUSG00000057168,Olfr10,0.8976406060606061,2.1151446190882752,0.28039031624823674,0.5295189479595954
ENSMUSG00000057723,Krt33b,0.8591501515151521,2.1142146923552514,0.2803200842073925,0.5294526269718496
