Ensembl_gene,Symbol,MoGene_Enrich,MoGene_Hedges_g,MoGene_Var_g,MoGene_SEg
ENSMUSG00000093971,Gm23359,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000096313,Gm23524,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000094642,Gm23696,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000094287,Gm26433,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000094890,Gm22285,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000095458,Gm26223,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000095691,Gm26094,0.2964991666666652,1.0210437574361302,0.17769370500878326,0.42153731152625534
ENSMUSG00000037140,Tas2r108,0.2748991666666676,1.0209725376714307,0.17769067517711554,0.4215337177226936
ENSMUSG00000033182,Kbtbd12,0.6447516666666679,1.0205387039447786,0.17767222358482487,0.42151183089543864
ENSMUSG00000095130,Ighv1-39,0.6877549999999997,1.0205224824066197,0.17767153381082657,0.42151101268036467
ENSMUSG00000035403,Crb2,0.3289380555558328,1.0204024987446134,0.17766643219305325,0.42150496105390417
ENSMUSG00000058594,Fbxo18,0.27182999999999957,1.0203433550190195,0.1776639176657036,0.4215019782464889
ENSMUSG00000033502,Cdc14a,0.9367220833333345,1.0203357334725887,0.17766359364215312,0.4215015938785441
ENSMUSG00000084437,Gm23428,0.10014083333333312,1.0194445796221474,0.1776257236821517,0.4214566688073066
ENSMUSG00000073415,Gm10501,0.4567783333333342,1.0188492549946508,0.17760044354636376,0.42142667635825304
ENSMUSG00000020286,1700093K21Rik,0.34213416666666596,1.0180798492431449,0.1775677930261927,0.42138793649817824
ENSMUSG00000054051,Ercc6,0.19006712500000233,1.0177475402818383,0.17755369878275076,0.42137121257004584
ENSMUSG00000037940,Inpp4b,0.34333055555499836,1.017629674211627,0.177548700826216,0.42136528194218376
ENSMUSG00000042225,Ammecr1,0.30702916666666624,1.0169343055062094,0.17751922640703544,0.42133030558818746
ENSMUSG00000064927,Gm22043,0.28703583333333427,1.01651650218073,0.17750152677141773,0.4213093005992364
ENSMUSG00000032249,Anp32a,0.26166124999999774,1.016319492180402,0.17749318325016947,0.42129939858747656
ENSMUSG00000035392,Dennd1a,0.3518416666666653,1.0162112006402837,0.17748859771102232,0.4212939564140724
ENSMUSG00000055761,Nkain3,0.32481083333333327,1.0160640096579303,0.17748236578217616,0.4212865601727358
ENSMUSG00000025184,R3hcc1l,0.31594216666666597,1.015911454472022,0.17747590769062008,0.42127889537765845
ENSMUSG00000017713,Tha1,0.2012214583333325,1.0157891892852478,0.17747073256023094,0.42127275316620105
ENSMUSG00000022094,Slc39a14,0.18262249999999902,1.0148140897660058,0.17742948172103984,0.4212237905449309
ENSMUSG00000076919,Traj9,0.7488074999999998,1.014691565740203,0.17742430123763772,0.42121764117572014
ENSMUSG00000028100,Nudt17,0.20269416666666729,1.01441589267582,0.17741264769032472,0.421203807782319
ENSMUSG00000025521,Tmem192,0.17434041666666822,1.0135930784475586,0.177377883635398,0.42116253826212746
ENSMUSG00000088942,Gm23260,0.26784583333333334,1.0135276860318485,0.1773751220036537,0.4211592596674727
ENSMUSG00000022753,Tmem30c,0.5242883333333337,1.0132784897697806,0.17736459965942566,0.4211467673619562
ENSMUSG00000022708,Zbtb20,0.4547825000000003,1.013265852741848,0.17736406612822855,0.42114613393480005
ENSMUSG00000052920,Prkg1,0.22915305555500076,1.0131620595912396,0.17735968426703058,0.42114093159776167
ENSMUSG00000041828,Abca8a,0.4854233333333351,1.013073589187653,0.17735594964441373,0.4211364976399145
ENSMUSG00000062758,Gm16477,0.14102999999999888,1.0118099247921692,0.17730264186938002,0.4210732025068563
ENSMUSG00000020196,Cabin1,0.9177425000000001,1.0114150021196195,0.17728599567364448,0.42105343565115877
ENSMUSG00000049321,Zfp2,0.2298486111116631,1.010505564024622,0.17724768709889632,0.42100794184777124
ENSMUSG00000096291,Gm23933,0.3892783333333316,1.009847228805162,0.1772199773197452,0.4209750317058545
ENSMUSG00000008976,Gabpa,0.22919533333333497,1.0098427604882747,0.17721978930693508,0.42097480839942797
ENSMUSG00000064591,Gm22302,0.3160408333333331,1.0097913329337151,0.17721762545604905,0.4209722383436336
ENSMUSG00000070572,Trmt112-ps2,0.45533416666666326,1.009102722781201,0.17718866231139038,0.4209378366355184
ENSMUSG00000042254,Cilp,0.30631444444416633,1.0082890757261376,0.17715446554272862,0.42089721493819443
ENSMUSG00000024420,Zfp521,0.6352277777783328,1.0082482198751899,0.1771527491396624,0.4208951759519969
ENSMUSG00000020829,Slc46a1,0.1987306250000005,1.0079170767570302,0.1771388399883488,0.4208786523314634
ENSMUSG00000026437,Cdk18,0.30332083333333415,1.0074176351725213,0.17711787036414375,0.4208537398718749
ENSMUSG00000025178,Pi4k2a,0.20188243055583222,1.0072745804390144,0.17711186596293538,0.4208466062152995
ENSMUSG00000072692,Gm13826,0.30301249999999946,1.0063691519938263,0.1770738824147308,0.4208014762506553
ENSMUSG00000049152,Ugt3a2,0.20018527777833217,1.006154566930276,0.17706488538285325,0.42079078576277457
ENSMUSG00000031818,Cox4i1,0.36604395833333214,1.005722285557472,0.1770467666976927,0.4207692558846151
ENSMUSG00000034000,Neu4,0.1817058333333339,1.0057221473312814,0.1770467609053114,0.42076924900152984
ENSMUSG00000063235,Ptpmt1,0.24687583333416718,1.0056661477533322,0.17704441430331944,0.42076646052569283
ENSMUSG00000025337,Sbds,0.13280083333000015,1.005478999935529,0.17703657302361786,0.4207571425699365
ENSMUSG00000019132,BC005537,0.584351250000001,1.0051636142439984,0.1770233620254659,0.4207414431993429
ENSMUSG00000044345,Marveld1,0.14480374999999945,1.005109007096118,0.17702107504100104,0.42073872538785995
ENSMUSG00000068014,Gm14648,0.1441524999999988,1.0049912809483497,0.17701614501259394,0.42073286657045694
ENSMUSG00000070683,Lactbl1,0.2796466666666664,1.004831042042513,0.17700943560155308,0.42072489301389465
ENSMUSG00000041028,Ghitm,0.33586666666666787,1.004121263152662,0.17697972910286672,0.4206895875855103
ENSMUSG00000005698,Ctcf,0.3120666666666647,1.004102216861473,0.17697893224434227,0.42068864049834087
ENSMUSG00000046942,Mageb16,0.4373689583333338,1.0038738865006527,0.17696938053792147,0.4206772878798206
ENSMUSG00000073423,Zfp414,0.2420062500000011,1.0037506320124658,0.17696422535599438,0.4206711605945841
ENSMUSG00000019578,Ubxn6,0.2065267708333316,1.003192932631568,0.17694090720633815,0.4206434442688227
ENSMUSG00000091285,Gm17430,0.258305833333333,1.003184620159757,0.17694055974890377,0.4206430312615481
ENSMUSG00000041765,Ubac2,0.15075977272666918,1.0031400009020124,0.1769386947339999,0.42064081439394335
ENSMUSG00000001785,Pwp1,0.20614947916666626,1.0029983565025102,0.17693277477018837,0.42063377749556485
ENSMUSG00000025780,Itih5,0.23540458333583292,1.0027230347835678,0.17692127021474735,0.4206201020098152
ENSMUSG00000031652,N4bp1,0.2994650000000014,1.0026751097241031,0.17691926794755305,0.42061772186577334
ENSMUSG00000024073,Birc6,0.4759613333333341,1.0009370809443678,0.17684671928816117,0.42053147241099703
ENSMUSG00000021990,Spata13,0.5361541666666669,1.0009146353078116,0.1768457831874099,0.42053035941226635
ENSMUSG00000010054,Tusc2,0.20415361111916752,1.0004493104044054,0.17682638142731158,0.4205072905756945
ENSMUSG00000039191,Rbpj,0.13613466666666696,1.000248970522472,0.1768180310177827,0.420497361487302
ENSMUSG00000083539,Gm12466,0.23049583333333246,1.0002075544957456,0.17681630495609718,0.42049530907739885
ENSMUSG00000096801,Gm23412,0.357309166666667,0.999895876166039,0.17680331768741991,0.42047986597151105
ENSMUSG00000042078,Svop,0.5178629629583344,0.999059282557486,0.1767684778309705,0.4204384352446509
ENSMUSG00000024534,Sncaip,0.35663812499999903,0.9990179271439724,0.17676675634536135,0.42043638798914795
ENSMUSG00000074876,Spata5l1,0.11889083333333428,0.9989523596672409,0.1767640271397303,0.42043314229462253
ENSMUSG00000065431,Mir186,0.4087466666666675,0.9988432899727764,0.17675948757804053,0.42042774358745705
ENSMUSG00000061296,Vmn1r210,0.1334183333333332,0.9985637436944416,0.17674785491757009,0.42041390904389697
ENSMUSG00000025198,Erlin1,0.3274137500000007,0.998432756303494,0.17674240530587704,0.42040742774822265
ENSMUSG00000049653,Spatc1,0.2610954166666666,0.9984199936248874,0.17674187436442135,0.4204067962871454
ENSMUSG00000093728,Vmn1r-ps8,0.11399666666666697,0.9983800892879265,0.17674021434393486,0.4204048219798803
ENSMUSG00000094896,Gm22287,0.158148333333334,0.9982729016067136,0.176735755664679,0.4203995191061462
ENSMUSG00000048029,Eno4,0.2993660416666657,0.998181495294058,0.17673195382020387,0.4203949973777089
ENSMUSG00000063146,Clip2,0.20387524509666655,0.9978902992631046,0.17671984448303568,0.42038059479837514
ENSMUSG00000002475,Abhd3,0.24153342592916793,0.9974971578615961,0.1767035013700889,0.42036115587681133
ENSMUSG00000075177,Olfr1084,0.17363583333333343,0.9974123770560076,0.1766999778276421,0.42035696476642576
ENSMUSG00000001630,Stk38l,0.31527805556666877,0.9967894388519892,0.17667409731727435,0.4203261796715431
ENSMUSG00000046088,Gm9805,0.10308750000000044,0.9961087254077579,0.17664583497199526,0.4202925587873229
ENSMUSG00000029999,Tgfa,0.28402416666666763,0.9957938121307652,0.17663276671042138,0.4202770118748126
ENSMUSG00000031447,Lamp1,0.12419249999999948,0.9954303376526115,0.1766176883946145,0.42025907294740766
ENSMUSG00000045608,Dbx2,0.20169270833333464,0.9953599642885375,0.176614769673558,0.4202556004071308
ENSMUSG00000074841,Gm6917,0.34144583333333145,0.9951153824980618,0.1766046272980535,0.42024353332092274
ENSMUSG00000020310,Madcam1,0.2663045833333335,0.9945864270889698,0.17658270097441472,0.4202174448715983
ENSMUSG00000073609,D2hgdh,0.4569783333333328,0.9943903047144769,0.1765745742485928,0.4202077750929804
ENSMUSG00000068924,Gm10253,0.18672583333333304,0.9940599758783023,0.17656089003053074,0.4201914920967948
ENSMUSG00000068324,Gm10029,0.18592499999999923,0.9939555966448764,0.17655656695674954,0.4201863478942998
ENSMUSG00000031204,Asb12,0.240544166666667,0.9933814064858374,0.17653279384529344,0.4201580581701289
ENSMUSG00000075465,Gm10837,0.20021916666666506,0.9929698425185418,0.17651576237445007,0.42013778974813737
ENSMUSG00000073485,Gm16067,0.23142166666666597,0.9928419405267889,0.17651047093106886,0.4201314924295355
ENSMUSG00000020669,Sh3yl1,0.24529333333166736,0.992775165771226,0.17650770865821647,0.4201282050258188
ENSMUSG00000037926,Ssh2,0.41769083333333334,0.9917872966510259,0.17646686515876367,0.4200795938376008
ENSMUSG00000038855,Itpkb,0.43871142856916556,0.9912888122173386,0.1764462707301993,0.42005508059086644
ENSMUSG00000027327,1700037H04Rik,0.2956499999999984,0.9912173873882304,0.1764433207267303,0.420051569127804
ENSMUSG00000095091,Gm23660,0.326654166666664,0.9910466691844866,0.17643627054841604,0.4200431770049551
ENSMUSG00000051486,Pcdhb11,0.22969000000000062,0.9907975731906209,0.17642598576797353,0.42003093429886035
ENSMUSG00000019888,Mgat4c,0.30061916666666555,0.9903920244751921,0.17640924683263282,0.4200110079898297
ENSMUSG00000026546,Ccdc19,0.4539825000000013,0.9902997195505084,0.17640543792425253,0.4200064736694573
ENSMUSG00000032298,Neil1,0.16667023809416648,0.9902956631445077,0.1764052705471901,0.4200062744140736
ENSMUSG00000097022,BC001981,0.16944833333333342,0.9902682216208812,0.1764041382619685,0.4200049264734504
ENSMUSG00000027655,Dhx35,0.15179500000000168,0.9902434480507567,0.17640311608811993,0.4200037096123318
ENSMUSG00000028953,Abcf2,0.3089428846116675,0.990199346391056,0.17640129648782457,0.4200015434350505
ENSMUSG00000069289,Vmn1r203,0.15944666666666718,0.9891888914054339,0.17635962809796285,0.4199519354616226
ENSMUSG00000071337,Tia1,0.22065458333333332,0.9886736496042562,0.1763383973175855,0.41992665706952387
ENSMUSG00000081141,Gm11501,0.17903166666666603,0.9886530770454127,0.17633754984528474,0.4199256479965051
ENSMUSG00000078627,March10,0.2293703333333328,0.9886227309570319,0.17633629979140095,0.41992415957098844
ENSMUSG00000018322,Tomm34,0.25306604166666524,0.9885134713128199,0.17633179934977555,0.4199188009005736
ENSMUSG00000038570,Fam154b,0.14613791666666653,0.987759935159115,0.17630077448599674,0.4198818577719175
ENSMUSG00000031666,Rbl2,0.17695291666666435,0.9872845238557603,0.1762812128514042,0.41985856291304124
ENSMUSG00000024528,Srfbp1,0.3506312962950018,0.9868319060726511,0.17626259784719348,0.41983639414323465
ENSMUSG00000032040,Dcps,0.43512166666666907,0.9867495561305053,0.1762592119238761,0.4198323616919926
ENSMUSG00000045107,Saysd1,0.25880888888833464,0.986699996782176,0.17625717436400523,0.41982993504990235
ENSMUSG00000024952,Rps6ka4,0.19841380952499854,0.9866303691004802,0.17625431189695115,0.41982652595679465
ENSMUSG00000023367,Tmem176a,0.336512222222499,0.9864474932757914,0.17624679464192494,0.4198175730503964
ENSMUSG00000053460,Ggcx,0.2595341666666684,0.9862666979899597,0.17623936427888173,0.4198087234430482
ENSMUSG00000032316,Clk3,0.14031510416666748,0.9862569076954261,0.176238961954151,0.41980824426653535
ENSMUSG00000048520,Fbxl13,0.5804808333316673,0.9860870855333612,0.17623198387662464,0.41979993315462144
ENSMUSG00000049576,Zfa-ps,0.3573475000000004,0.9854091813130668,0.17620414042579988,0.4197667690823082
ENSMUSG00000032344,Mb21d1,0.30251249999999974,0.985223111335718,0.17619650135275702,0.4197576697962254
ENSMUSG00000045288,Ush1g,0.17590895833333242,0.9851860326905838,0.17619497926731076,0.4197558567397372
ENSMUSG00000031119,Gpc4,0.3130737500000018,0.9847574891668344,0.17617739163109317,0.41973490637674293
ENSMUSG00000014606,Slc25a11,0.27919833333333344,0.9847412320662702,0.17617672458236877,0.41973411176883013
ENSMUSG00000031381,Piga,0.3955825000000006,0.9847106532835369,0.17617546992734154,0.41973261718306043
ENSMUSG00000021470,Ercc6l2,0.49494999999999933,0.9840079333430727,0.1761466478896752,0.41969828197131714
ENSMUSG00000074355,Gm10676,0.22794000000000025,0.9839657661227077,0.17614491905674484,0.41969622235224474
ENSMUSG00000020704,Asic2,0.18560716666666544,0.9839434210890188,0.1761440029526389,0.4196951309613192
ENSMUSG00000034981,Parm1,0.22431937500000032,0.9838720080245119,0.17614107529159356,0.4196916431043077
ENSMUSG00000059921,Unc5c,0.3331766666666667,0.9835226043827412,0.17612675414904408,0.419674581252003
ENSMUSG00000064715,Gm24207,0.2342516666666672,0.983474968650765,0.17612480207885267,0.41967225555051013
ENSMUSG00000022437,Samm50,0.3902241666666679,0.9833781266227825,0.17612083386963412,0.4196675277760171
ENSMUSG00000083930,Gm13042,0.19898375000000001,0.9833302323385626,0.1761188714927774,0.4196651897558069
ENSMUSG00000096496,Gm25646,0.5952008333333332,0.9829905557275617,0.17610495663483094,0.41964861090539896
ENSMUSG00000028407,2010003O02Rik,0.1739358333333314,0.9825914105013211,0.17608861178777668,0.41962913600913926
ENSMUSG00000078808,Vmn1r58,0.33067333333333293,0.9825417711559593,0.17608657953934573,0.4196267145205912
ENSMUSG00000073951,Olfr598,0.21409083333333356,0.9824488113094046,0.176082774013866,0.4196221800785392
ENSMUSG00000060114,Olfr912,0.1968291666666664,0.9824000589279179,0.17608077836674754,0.41961980216232353
ENSMUSG00000035007,Rundc1,0.4426340277783325,0.9823524792404408,0.17607883081858638,0.41961748154549805
ENSMUSG00000020532,Acaca,0.6027687499999992,0.982084388220247,0.17606785898767172,0.41960440773146285
ENSMUSG00000028099,Polr3c,0.3079058333333329,0.9816650610638601,0.17605070370699621,0.4195839650260675
ENSMUSG00000020108,Ddit4,0.21304374999999887,0.9812077280957893,0.17603200190619175,0.41956167830986635
ENSMUSG00000032688,Malt1,0.34294375000000166,0.9810191588413009,0.1760242932465833,0.4195524916462579
ENSMUSG00000061898,Rbak,0.10943966666666505,0.9804723930730979,0.1760019499875165,0.41952586331180647
ENSMUSG00000004642,Slbp,0.34770833333333506,0.9802828276848133,0.1759942064182508,0.41951663425691577
ENSMUSG00000029208,Guf1,0.2251384848475002,0.9799792750862382,0.1759818096962678,0.41950185899024073
ENSMUSG00000096204,Taar8c,0.14506499999999978,0.9797840250113463,0.1759738379477029,0.4194923574365842
ENSMUSG00000020170,Frs2,0.30630854166666754,0.9797058994417147,0.17597064865048342,0.4194885560423352
ENSMUSG00000030525,Chrna7,0.2770987500000004,0.9794751737713401,0.1759612312886813,0.4194773310784282
ENSMUSG00000090673,Gm340,0.28571541666666533,0.9789695519845543,0.17594060144864884,0.4194527404233388
ENSMUSG00000037246,H2-M10.5,0.38242083333333454,0.9782171649898516,0.17590992307714765,0.4194161693081797
ENSMUSG00000028894,Inpp5b,0.14058322916666555,0.9781186881350682,0.1759059094562786,0.41941138450962273
ENSMUSG00000014599,Csf1,0.35098333333333187,0.9779836632604895,0.17590040690472317,0.4194048246083051
ENSMUSG00000046432,Ngfrap1,0.3537554166666652,0.9774969420071028,0.1758805782803238,0.4193811849383849
ENSMUSG00000050304,Slc25a2,0.28478472222249884,0.9769980396822349,0.1758602636534424,0.41935696447470905
ENSMUSG00000026478,Lamc1,0.2420841666666682,0.9763056440135871,0.17583208742406436,0.41932336856424346
ENSMUSG00000038844,Kif16b,0.3223475694441671,0.9760815849087595,0.1758229738795896,0.4193125014587445
ENSMUSG00000038011,Dnahc10,0.31217656250000037,0.976055919805755,0.1758219300918784,0.41931125681512343
ENSMUSG00000033628,Pik3c3,0.25705425000000304,0.9758223241721572,0.17581243112864697,0.4192999297980468
ENSMUSG00000039483,Asb6,0.24600645833333168,0.9757615878052359,0.17580996170955207,0.41929698509475605
ENSMUSG00000041141,Pnmal1,0.27867611111166646,0.9754672260022004,0.17579799572555693,0.4192827157486425
ENSMUSG00000070106,Mir363,0.1813741666666675,0.9746879081456736,0.1757663334189103,0.4192449563428406
ENSMUSG00000021066,Atl1,0.2833655952416638,0.9739720269476307,0.1757372707312246,0.41921029416180206
ENSMUSG00000039197,Adk,0.2898717361099976,0.9737737344292164,0.17572922441013597,0.41920069705349483
ENSMUSG00000030629,Zfand6,0.1620065277783329,0.9737013930436899,0.17572628934661516,0.419197196253285
ENSMUSG00000038550,Gm129,0.3501608333333337,0.9736636199510874,0.17572475688830333,0.4191953684003478
ENSMUSG00000029245,Epha5,0.4093633333333333,0.9736410463596803,0.17572384110372247,0.41919427608654497
ENSMUSG00000010110,Stx5a,0.2612931249999999,0.9736093349881345,0.1757225546457988,0.4191927416425513
ENSMUSG00000065337,Gm24929,0.14143833333333422,0.9735736338432502,0.175721106382022,0.4191910141952258
ENSMUSG00000019809,Pex3,0.12193072916666736,0.9734196948783422,0.17571486225415311,0.41918356629781317
ENSMUSG00000020818,Mfsd11,0.3959258333333331,0.9731679257832105,0.1757046520332396,0.41917138742194654
ENSMUSG00000049871,Nlrc3,0.2326539583333327,0.9718085797245034,0.17564957086350963,0.41910567982730756
ENSMUSG00000074579,Lekr1,0.28225666666666704,0.9717897811968005,0.17564880968043398,0.4191047717223391
ENSMUSG00000043051,Disc1,0.36093333333333444,0.971663773422839,0.17564370780009617,0.4190986850374219
ENSMUSG00000022543,4930451G09Rik,0.15186638889000115,0.9710920295112897,0.1756205669917221,0.4190710763005747
ENSMUSG00000032572,Col6a4,0.2813224999999999,0.9708972255549868,0.17561268559193075,0.41906167277851925
ENSMUSG00000054822,1700041G16Rik,0.16104083333333374,0.9706859150380142,0.17560413815573941,0.41905147435099116
ENSMUSG00000030243,Recql,0.3446962500000028,0.9706555078729625,0.17560290834971717,0.41905000697973643
ENSMUSG00000096280,Gm23287,0.4012574999999998,0.9704326195223691,0.17559389489281985,0.41903925221012395
ENSMUSG00000047248,C2cd3,0.17286087499999958,0.9703376974926234,0.17559005693744983,0.41903467271509864
ENSMUSG00000039963,Ccdc40,0.5143741666666664,0.9696963283892964,0.1755641344815414,0.4190037404147383
ENSMUSG00000035048,Anapc13,0.28084791666666575,0.9696586270213937,0.17556261122456915,0.4190019226979384
ENSMUSG00000024764,Naa40,0.13531125000000088,0.9695832242842858,0.17555956488824617,0.4189982874526412
ENSMUSG00000045503,Sys1,0.17368479166666617,0.969498681984076,0.17555614958731597,0.4189942118780592
ENSMUSG00000073101,5730522E02Rik,0.3218824999999992,0.9685777106473662,0.1755189639038583,0.41894983459103824
ENSMUSG00000053253,Ndfip2,0.31959645833333283,0.9680949844742132,0.17549948718305067,0.41892658925287934
ENSMUSG00000096278,Dcpp2,0.25583666666666716,0.9679163410315212,0.17549228185537818,0.41891798941484737
ENSMUSG00000027534,Snx16,0.20861516666666624,0.9678097074897067,0.17548798157778367,0.4189128567826293
ENSMUSG00000027763,Mbnl1,0.2428127777775,0.9677294589519814,0.17548474565720415,0.4189089944811452
ENSMUSG00000032329,Hmg20a,0.1776916666666679,0.9659298705111785,0.17541225001183433,0.41882245643211913
ENSMUSG00000066647,Gm5113,0.393381333333334,0.9659279045727704,0.1754121708886385,0.41882236197299505
ENSMUSG00000024712,Rfk,0.15529708333333403,0.9658331399542196,0.17540835708450275,0.4188178089390454
ENSMUSG00000019909,Fam162b,0.29545208333333406,0.965739438416851,0.175404586432,0.41881330737215117
ENSMUSG00000025041,Nt5c2,0.16864638887749983,0.9650798051694505,0.17537805242017104,0.4187816285609614
ENSMUSG00000056234,Ncoa4,0.20736541666666675,0.9648457517928177,0.17536864188697818,0.41877039280132755
ENSMUSG00000029634,Rnf6,0.1734581249999998,0.9645601373024554,0.1753571613394841,0.4187566851281112
ENSMUSG00000083840,Gm15459,0.21248124999999796,0.9641506754066564,0.17534070855644618,0.41873703986684313
ENSMUSG00000096839,Gm3460,0.2746316666666644,0.9641345347533137,0.1753400601442978,0.418736265618704
ENSMUSG00000001707,Eef1e1,0.28234125,0.9639678687781931,0.1753333653720641,0.41872827152231323
ENSMUSG00000048004,Tmem196,0.2706466666608378,0.9637889232533463,0.1753261786335031,0.41871968980871094
ENSMUSG00000028457,Atp8b5,0.3406506666666651,0.9635443260763746,0.17531635737783915,0.41870796192315135
ENSMUSG00000048485,Zbtb8b,0.2542149999999994,0.963227273411644,0.17530363054304865,0.4186927639009882
ENSMUSG00000033596,Rfwd3,0.25591099999999933,0.9631200887472533,0.17529932898272546,0.418687626975918
ENSMUSG00000028645,Slc2a1,0.2176458333333322,0.9630279250929785,0.17529563063189985,0.41868321035348416
ENSMUSG00000082389,Mkrn1-ps1,0.3800549999999978,0.9629756483008576,0.1752935330217242,0.4186807053372823
ENSMUSG00000015214,Mtmr1,0.6105383333325012,0.962889348707318,0.1752900704932564,0.4186765702702462
ENSMUSG00000070369,Itgad,0.619885833333333,0.9628154782337109,0.1752871068947649,0.4186730310095993
ENSMUSG00000019210,Atp6v1e1,0.28083592591666573,0.9623278495076097,0.17526754949500511,0.4186496739458961
ENSMUSG00000050714,Zbtb26,0.25700250000000047,0.962048083637212,0.17525633335525703,0.41863627811652565
ENSMUSG00000091119,Ccdc152,0.16831416666666632,0.9620456362699719,0.17525623525184167,0.4186361609462824
ENSMUSG00000026305,Lrrfip1,0.33355361111083504,0.9610645080276363,0.17521692655026475,0.4185892097871907
ENSMUSG00000022367,Has2,0.20491166666666594,0.9609839216562026,0.17521369965633415,0.4185853552817324
ENSMUSG00000082845,Gm13879,0.24576416666666656,0.9605571941735936,0.17519661685626983,0.4185649493881085
ENSMUSG00000012117,Dhdds,0.2593693750000021,0.9598681607882896,0.1751690494149458,0.4185320171921687
ENSMUSG00000040877,Wdr25,0.23057875000000116,0.9597704373665447,0.1751651412138557,0.4185273482269178
ENSMUSG00000030615,Tmem126a,0.24337916666666892,0.9592540385431102,0.17514449575590776,0.41850268309284205
ENSMUSG00000079038,D130040H23Rik,0.4227329166666687,0.9588127407894147,0.17512686161921695,0.41848161443391624
ENSMUSG00000096634,Gm22173,0.6288949999999982,0.95836210449247,0.17510886269061543,0.41846010884027574
ENSMUSG00000020033,4930463O16Rik,0.3467366666666667,0.9573954889784105,0.17507028350288573,0.4184140096876367
ENSMUSG00000096258,Rps16-ps3,0.19596083333333336,0.9573951264103835,0.17507026903951373,0.4184139924040707
ENSMUSG00000028028,Alpk1,0.4361316666666655,0.9572947455498629,0.17506626490999336,0.41840920748711224
ENSMUSG00000022526,Zfp251,0.24536020833333083,0.956925991739883,0.17505155915603465,0.41839163370702653
ENSMUSG00000027130,Slc12a6,0.3949570833333338,0.9567610475187995,0.17504498308065783,0.4183837748773939
ENSMUSG00000029326,Enoph1,0.2302238888849999,0.9563425819600351,0.1750283045810894,0.4183638423443037
ENSMUSG00000058351,Smim4,0.3391820833333341,0.9562311336274762,0.1750238638904332,0.41835853509930115
ENSMUSG00000010057,Nprl2,0.17933204545416714,0.9560418927887804,0.1750163247206137,0.41834952458514124
ENSMUSG00000038312,Edem2,0.332128333333336,0.9558236101113662,0.17500763040559647,0.4183391332466955
ENSMUSG00000078503,Gm13225,0.5818941666666673,0.9552697737522695,0.17498557971806286,0.41831277737843825
ENSMUSG00000043110,Lrrn4,0.2218516666666659,0.9545225163740794,0.17495584833515437,0.4182772386051557
ENSMUSG00000073755,5730409E04Rik,0.20455972222416463,0.9540749845377827,0.17493805337381407,0.4182559663337919
ENSMUSG00000028826,Tmem57,0.15255541666666872,0.953134517400364,0.17490068529338187,0.41821129264210677
ENSMUSG00000071294,Gm5196,0.33779499999999896,0.952204741751726,0.17486377825076616,0.41816716543837607
ENSMUSG00000001289,Pfdn5,0.26846124999999965,0.9521823166542067,0.17486288854106827,0.41816610161641304
ENSMUSG00000024565,Sall3,0.2172936111099979,0.9517120307160503,0.1748442349006661,0.4181437969175988
ENSMUSG00000024654,Asrgl1,0.1651591666666654,0.9511182020093296,0.1748206941669951,0.41811564688133246
ENSMUSG00000029477,Morn3,0.19488013888999944,0.9506165088640317,0.17480081734889885,0.4180918766837008
ENSMUSG00000031540,Kat6a,0.19243555556166747,0.9505177518090474,0.17479690588180063,0.4180871988973121
ENSMUSG00000020590,Snx13,0.20583736842666767,0.9499546885731218,0.17477461242009087,0.4180605367887417
ENSMUSG00000001288,Rarg,0.2799891666666685,0.9498023401546009,0.17476858273303045,0.4180533252266156
ENSMUSG00000065692,Gm25410,0.2353541666666663,0.9495872419394145,0.17476007116409187,0.41804314509879464
ENSMUSG00000095009,Gm25175,0.29721166666666754,0.9495179054660627,0.1747573278879784,0.41803986399382825
ENSMUSG00000025040,Fundc1,0.33784333333333194,0.9491840638664515,0.17474412235250703,0.4180240691066808
ENSMUSG00000046500,Fam19a4,0.26212527777749983,0.9478257769963792,0.1746904414450228,0.417959856260171
ENSMUSG00000031144,Syp,0.15988388888333027,0.9477832088976369,0.17468876035188763,0.4179578451852383
ENSMUSG00000027186,Elf5,0.23660166666750015,0.9474064482924279,0.17467388466850786,0.41794004913205896
ENSMUSG00000020528,Prpsap2,0.2686895833333338,0.9460898643693868,0.17462194827676647,0.4178779107308335
ENSMUSG00000019945,1700040L02Rik,0.4118145000000011,0.9460467660416809,0.17462024936167142,0.41787587793706327
ENSMUSG00000046111,5830418K08Rik,0.19430750000083474,0.9451167729331593,0.17458360833962278,0.4178320336446486
ENSMUSG00000005107,Slc2a9,0.3806766666666679,0.9445666104740709,0.17456194932176625,0.4178061145097882
ENSMUSG00000074604,Mgst2,0.36672249999999984,0.9445532199034715,0.17456142231359004,0.4178054838242194
ENSMUSG00000074282,Zfp94,0.18385666666666545,0.944484575410463,0.17455872081272056,0.41780225084688155
ENSMUSG00000024068,Spast,0.33444421875000074,0.9437185522821258,0.17452858732799534,0.4177661873919374
